"id","time","cpu_sec_idle","disk_av_per","disk_read","disk_write","net_receive","mem_pressure","mem_av_per","forks_total","intr","load1","load5","load15","receive_drop","receive_errs","transmit_packets","tcp_sock_alloc","tcp_sock_inuse","tcp_sock_mem","udp_sock_inuse","udp_sock_mem","ipv4_sock_inuse","est_conn","lis_conn","open_fds","attack"
693,"2023-09-03 09:38:36","381302.685","70.7525","1275139072","35535283200","1602679","10186","73.6571","10996403","571138753","0.52","0.78","0.89",0,0,11198,163,0,17,0,10,6,2,1,9,0
694,"2023-09-03 09:38:40","381306.5025","70.7525","1275139072","35535574016","1604783","10186","73.631","10996813","571150904","0.48","0.77","0.88",0,0,11214,163,0,14,0,10,7,2,1,9,0
695,"2023-09-03 09:38:45","381310.1325","70.7525","1275139072","35535873024","1606929","10186","73.6728","10997347","571159922","0.44","0.75","0.88",0,0,11231,160,0,14,0,11,8,2,1,9,0
696,"2023-09-03 09:38:49","381314.015","70.7525","1275139072","35536368640","1609033","10186","73.6631","10997753","571172555","0.44","0.75","0.88",0,0,11245,161,0,14,0,11,5,2,1,9,0
697,"2023-09-03 09:38:54","381317.8","70.7525","1275139072","35536679936","1611507","10186","73.6981","10998172","571181219","0.41","0.74","0.87",0,0,11261,159,0,14,0,11,6,2,1,9,0
698,"2023-09-03 09:38:58","381321.7625","70.7525","1275139072","35537040384","1613981","10186","73.7845","10998527","571193426","0.37","0.73","0.87",0,0,11275,161,0,12,0,9,6,2,1,9,0
699,"2023-09-03 09:39:03","381325.8525","70.7524","1275139072","35537253376","1616127","10186","73.6952","10998938","571202042","0.42","0.73","0.87",0,0,11292,164,0,14,0,13,6,2,1,9,0
700,"2023-09-03 09:39:08","381329.5525","70.7524","1275139072","35537536000","1618231","10186","73.7226","10999324","571214004","0.47","0.74","0.87",0,0,11306,164,0,11,0,13,6,2,1,9,0
701,"2023-09-03 09:39:12","381333.315","70.7524","1275139072","35537830912","1620705","10186","73.6789","10999753","571222180","0.59","0.76","0.88",0,0,11324,163,0,14,0,14,7,2,1,9,0
702,"2023-09-03 09:39:17","381337.15","70.7524","1275139072","35538117632","1622809","10186","73.7326","11000234","571233947","0.55","0.74","0.87",0,0,11340,165,0,14,0,12,7,2,1,9,0
703,"2023-09-03 09:39:21","381340.975","70.7524","1275139072","35538383872","1624955","10186","73.7216","11000643","571243492","0.5","0.73","0.87",0,0,11355,169,0,17,0,12,8,2,1,9,0
704,"2023-09-03 09:39:26","381344.7475","70.7524","1275139072","35538785280","1627429","10186","73.7628","11001046","571254556","0.54","0.74","0.87",0,0,11371,166,0,13,0,12,7,2,1,9,0
705,"2023-09-03 09:39:31","381348.53","70.7524","1275139072","35538998272","1629903","10186","73.7096","11001445","571265736","0.5","0.72","0.86",0,0,11389,169,0,15,0,14,5,2,1,9,0
706,"2023-09-03 09:39:35","381352.2175","70.7524","1275139072","35539321856","1632419","10186","73.6993","11001862","571274746","0.54","0.73","0.87",0,0,11408,170,0,15,0,14,8,2,1,9,0
707,"2023-09-03 09:39:40","381356.0775","70.7524","1275139072","35539633152","1634959","10186","73.6694","11002263","571290121","0.5","0.72","0.86",0,0,11422,168,0,14,0,14,7,2,1,9,0
708,"2023-09-03 09:39:44","381359.67","70.7524","1275139072","35539944448","1637063","10186","73.7189","11002781","571298908","0.5","0.72","0.86",0,0,11438,172,0,17,0,16,6,2,1,9,0
709,"2023-09-03 09:39:49","381363.29","70.7524","1275139072","35540263936","1639167","10186","73.7384","11003187","571311063","0.46","0.7","0.86",0,0,11452,170,0,20,0,16,8,2,1,9,0
710,"2023-09-03 09:39:53","381367.2575","70.7524","1275139072","35540571136","1641271","10186","73.755","11003613","571320234","0.58","0.73","0.86",0,0,11468,170,0,16,0,16,8,2,1,9,0
711,"2023-09-03 09:39:58","381371.355","70.7524","1275139072","35540808704","1643787","10186","73.7842","11003989","571332117","0.53","0.71","0.86",0,0,11486,166,0,16,0,11,5,2,1,9,0
712,"2023-09-03 09:40:03","381374.8225","70.7524","1275139072","35541177344","1646261","10186","73.7475","11005164","571341291","0.49","0.7","0.85",0,0,11503,167,0,18,0,11,7,2,1,9,0
713,"2023-09-03 09:40:07","381378.6925","70.7524","1275139072","35541898240","1648735","10186","73.6888","11005546","571352999","0.53","0.71","0.85",0,0,11518,169,0,16,0,11,7,2,1,9,0
714,"2023-09-03 09:40:12","381382.4375","70.7524","1275139072","35542279168","1650881","10186","73.6777","11005968","571363209","0.49","0.7","0.85",0,0,11535,168,0,17,0,11,8,2,1,9,0
715,"2023-09-03 09:40:16","381386.01","70.7524","1275139072","35542815744","1652985","10186","73.6671","11006443","571373844","0.69","0.73","0.86",0,0,11551,167,0,17,0,11,8,2,1,9,0
716,"2023-09-03 09:40:21","381389.4275","70.7524","1275139072","35543270400","1655089","10186","73.6711","11006850","571388292","0.63","0.72","0.85",0,0,11565,170,0,28,0,9,6,2,1,9,0
717,"2023-09-03 09:40:25","381392.9875","70.7524","1275139072","35543651328","1657563","10186","73.6782","11007250","571402380","0.66","0.73","0.86",0,0,11581,169,0,17,0,11,5,2,1,9,0
718,"2023-09-03 09:40:30","381396.445","70.7524","1275139072","35544028160","1659667","10186","73.7427","11007661","571414736","0.69","0.73","0.86",0,0,11595,166,0,17,0,10,5,2,1,9,0
719,"2023-09-03 09:40:35","381400.0175","70.7524","1275139072","35544413184","1661813","10186","73.7513","11008074","571425639","0.69","0.73","0.86",0,0,11611,167,0,17,0,12,7,2,1,9,0
720,"2023-09-03 09:40:39","381403.5525","70.7524","1275139072","35544691712","1663917","10186","73.7592","11008438","571443549","0.72","0.74","0.86",0,0,11625,167,0,20,0,11,7,2,1,9,0
721,"2023-09-03 09:40:44","381407.1075","70.7524","1275139072","35544986624","1666391","10186","73.7048","11008914","571454704","0.74","0.74","0.86",0,0,11640,167,0,20,0,11,6,2,1,9,0
722,"2023-09-03 09:40:48","381410.5175","70.7524","1275139072","35545314304","1668537","10186","73.7326","11009440","571467755","0.68","0.73","0.85",0,0,11655,164,0,18,0,11,6,2,1,9,0
723,"2023-09-03 09:40:53","381414.4725","70.7524","1275139072","35545609216","1671011","10186","73.7503","11009859","571476719","0.62","0.72","0.85",0,0,11670,164,0,19,0,11,5,2,1,9,0
724,"2023-09-03 09:40:57","381418.23","70.7524","1275139072","35545957376","1673485","10186","73.6909","11010242","571487043","0.57","0.7","0.84",0,0,11685,166,0,20,0,8,7,2,1,9,0
725,"2023-09-03 09:41:02","381422","70.7524","1275139072","35546248192","1675959","10186","73.6955","11010665","571496038","0.61","0.71","0.85",0,0,11703,161,0,20,0,8,8,2,1,9,0
726,"2023-09-03 09:41:07","381425.87","70.7524","1275139072","35546452992","1678499","10186","73.763","11011054","571505156","0.64","0.71","0.85",0,0,11719,159,0,19,0,12,6,2,1,9,0
727,"2023-09-03 09:41:11","381429.7425","70.7524","1275139072","35546735616","1680973","10186","73.6997","11011450","571516449","0.59","0.7","0.84",0,0,11737,162,0,19,0,13,5,2,1,9,0
728,"2023-09-03 09:41:16","381433.4175","70.7524","1275139072","35547149312","1683077","10186","73.7087","11011963","571525776","0.54","0.69","0.84",0,0,11751,162,0,18,0,13,6,2,1,9,0
729,"2023-09-03 09:41:20","381437.2975","70.7524","1275139072","35547427840","1685223","10186","73.6714","11012356","571536198","0.58","0.7","0.84",0,0,11768,159,0,18,0,10,5,2,1,9,0
730,"2023-09-03 09:41:25","381441.105","70.7524","1275139072","35547632640","1687697","10186","73.6808","11012775","571546879","0.69","0.72","0.84",0,0,11782,160,0,16,0,10,6,2,1,9,0
731,"2023-09-03 09:41:30","381445","70.7524","1275139072","35547980800","1689843","10186","73.6926","11013174","571556567","0.69","0.72","0.84",0,0,11799,160,0,16,0,8,5,2,1,9,0
732,"2023-09-03 09:41:34","381448.7775","70.7524","1275139072","35548308480","1692317","10186","73.7073","11013608","571564901","0.96","0.77","0.86",0,0,11817,163,0,17,0,13,8,2,1,9,0
733,"2023-09-03 09:41:39","381452.6875","70.7524","1275139072","35548599296","1694421","10186","73.7142","11013979","571579518","0.88","0.76","0.86",0,0,11833,160,0,20,0,8,7,2,1,9,0
734,"2023-09-03 09:41:43","381456.62","70.7524","1275139072","35548906496","1696525","10186","73.6707","11014400","571588488","0.81","0.75","0.85",0,0,11849,161,0,13,0,13,6,2,1,9,0
735,"2023-09-03 09:41:48","381460.2125","70.7524","1275139072","35549197312","1698629","10186","73.7059","11014931","571600583","1.15","0.82","0.87",0,0,11863,161,0,16,0,13,7,2,1,9,0
736,"2023-09-03 09:41:53","381464.1575","70.7524","1275139072","35549488128","1700733","10186","73.6514","11015350","571610116","1.13","0.82","0.87",0,0,11877,161,0,13,0,13,6,2,1,9,0
737,"2023-09-03 09:41:57","381468.13","70.7524","1275139072","35549819904","1703249","10186","73.6784","11015700","571618352","1.04","0.81","0.87",0,0,11893,162,0,15,0,10,6,2,1,9,0
738,"2023-09-03 09:42:02","381472.15","70.7524","1275139072","35550147584","1705723","10186","73.7401","11016119","571630594","1.04","0.81","0.87",0,0,11911,162,0,15,0,10,7,2,1,9,0
739,"2023-09-03 09:42:06","381475.9725","70.7524","1275139072","35550602240","1707869","10186","73.7226","11016512","571639722","0.96","0.8","0.87",0,0,11928,164,0,14,0,11,8,2,1,9,0
740,"2023-09-03 09:42:11","381479.8325","70.7524","1275139072","35550909440","1710343","10186","73.6614","11016900","571651200","0.96","0.8","0.87",0,0,11942,163,0,11,0,11,7,2,1,9,0
741,"2023-09-03 09:42:16","381483.46","70.7524","1275139072","35551179776","1712817","10186","73.7185","11017409","571660364","0.88","0.79","0.86",0,0,11960,166,0,17,0,12,8,2,1,9,0
742,"2023-09-03 09:42:20","381487.31","70.7524","1275139072","35551462400","1715501","10186","73.6935","11017816","571671768","0.89","0.79","0.86",0,0,11978,164,0,14,0,12,6,2,1,9,0
743,"2023-09-03 09:42:25","381491.2525","70.7524","1275139072","35551667200","1717975","10186","73.6763","11018221","571682804","1.22","0.86","0.89",0,0,11996,166,0,23,0,12,8,2,1,9,0
744,"2023-09-03 09:42:29","381495.025","70.7524","1275139072","35552007168","1720079","10186","73.6625","11018630","571694911","1.22","0.86","0.89",0,0,12012,168,0,15,0,13,7,2,1,9,0
745,"2023-09-03 09:42:34","381498.985","70.7524","1275139072","35552334848","1722291","10186","73.7623","11019045","571702837","1.2","0.86","0.89",0,0,12027,168,0,15,0,13,6,2,1,9,0
746,"2023-09-03 09:42:39","381502.6175","70.7524","1275139072","35552621568","1724765","10186","73.6783","11019431","571718716","1.11","0.85","0.88",0,0,12045,167,0,15,0,13,6,2,1,9,0
747,"2023-09-03 09:42:43","381506.545","70.7524","1275139072","35553018880","1727281","10186","73.6614","11019851","571727481","1.18","0.87","0.89",0,0,12064,163,0,14,0,13,8,2,1,9,0
748,"2023-09-03 09:42:48","381510.2925","70.7524","1275139072","35553403904","1729385","10186","73.7113","11020372","571736038","1.16","0.87","0.89",0,0,12080,166,0,21,0,11,6,2,1,9,0
749,"2023-09-03 09:42:52","381514.01","70.7524","1275139072","35553682432","1731859","10186","73.7162","11020784","571746117","1.15","0.87","0.89",0,0,12097,162,0,14,0,11,7,2,1,9,0
750,"2023-09-03 09:42:57","381518.04","70.7524","1275139072","35554010112","1734333","10186","73.7291","11021152","571754497","1.06","0.86","0.88",0,0,12113,160,0,14,0,11,5,2,1,9,0
751,"2023-09-03 09:43:01","381522.0875","70.7524","1275139072","35554223104","1736807","10186","73.7357","11021555","571765726","1.13","0.88","0.89",0,0,12127,159,0,13,0,10,7,2,1,9,0
752,"2023-09-03 09:43:06","381525.755","70.7524","1275139072","35554714624","1739281","10186","73.6968","11021966","571774730","1.04","0.86","0.89",0,0,12145,161,0,14,0,11,6,2,1,9,0
753,"2023-09-03 09:43:11","381529.5275","70.7524","1275139072","35555017728","1741385","10186","73.7439","11022355","571786507","1.12","0.88","0.89",0,0,12161,162,0,12,0,10,7,2,1,9,0
754,"2023-09-03 09:43:15","381533.3275","70.7524","1275139072","35555296256","1743901","10186","73.7174","11022862","571795827","1.51","0.97","0.92",0,0,12179,160,0,13,0,10,5,2,1,9,0
755,"2023-09-03 09:43:20","381537.16","70.7524","1275139072","35555513344","1746417","10186","73.6642","11023274","571810509","1.47","0.97","0.92",0,0,12194,160,0,13,0,11,7,2,1,9,0
756,"2023-09-03 09:43:24","381541.035","70.7524","1275139072","35555972096","1748521","10186","73.6545","11023679","571818757","1.47","0.97","0.92",0,0,12208,164,0,17,0,11,8,2,1,9,0
757,"2023-09-03 09:43:29","381544.6825","70.7524","1275139072","35556365312","1750625","10186","73.7274","11024067","571830517","1.51","0.99","0.93",0,0,12222,161,0,14,0,11,5,2,1,9,0
758,"2023-09-03 09:43:33","381548.5275","70.7524","1275139072","35556656128","1752729","10186","73.6878","11024490","571840374","1.47","0.99","0.93",0,0,12238,162,0,14,0,11,8,2,1,9,0
759,"2023-09-03 09:43:38","381552.2225","70.7524","1275139072","35556967424","1755203","10186","73.6598","11024894","571852459","1.35","0.97","0.92",0,0,12255,165,0,12,0,10,7,2,1,9,0
760,"2023-09-03 09:43:43","381556.155","70.7524","1275139072","35557180416","1757307","10186","73.6269","11025294","571863658","1.32","0.97","0.92",0,0,12269,163,0,18,0,10,7,2,1,9,0
761,"2023-09-03 09:43:47","381559.9775","70.7523","1275139072","35557471232","1759781","10186","73.701","11025807","571871617","1.22","0.95","0.92",0,0,12284,166,0,16,0,10,7,2,1,9,0
762,"2023-09-03 09:43:52","381563.7175","70.7523","1275139072","35557733376","1761885","10186","73.6515","11026240","571883565","1.2","0.95","0.92",0,0,12298,164,0,19,0,11,5,2,1,9,0
