"id","time","cpu_sec_idle","disk_av_per","disk_read","disk_write","net_receive","mem_pressure","mem_av_per","forks_total","intr","load1","load5","load15","receive_drop","receive_errs","transmit_packets","tcp_sock_alloc","tcp_sock_inuse","tcp_sock_mem","udp_sock_inuse","udp_sock_mem","ipv4_sock_inuse","est_conn","lis_conn","open_fds","attack"
29,"2023-09-03 08:48:02","378799.18","70.7536","1273197568","35300037632","70531","10140","73.7096","10709967","563934474","0.41","0.62","0.75",0,0,496,178,0,18,0,10,7,2,1,9,0
30,"2023-09-03 08:48:06","378802.9575","70.7536","1273197568","35300332544","72635","10140","73.6865","10710373","563945667","0.38","0.61","0.75",0,0,513,180,0,18,0,11,7,2,1,9,0
31,"2023-09-03 08:48:11","378806.805","70.7536","1273197568","35300643840","74781","10140","73.6541","10710753","563955382","0.35","0.6","0.74",0,0,530,178,0,20,0,11,6,2,1,9,0
32,"2023-09-03 08:48:16","378810.3125","70.7536","1273197568","35301184512","77255","10140","73.7493","10711267","563968714","0.4","0.61","0.74",0,0,544,179,0,27,0,11,5,2,1,9,0
33,"2023-09-03 08:48:20","378814.195","70.7536","1273197568","35301479424","79771","10140","73.7174","10711671","563979048","0.37","0.6","0.74",0,0,563,180,0,14,0,11,7,2,1,9,0
34,"2023-09-03 08:48:25","378817.95","70.7536","1273197568","35301807104","81875","10140","73.6357","10712091","563991090","0.34","0.59","0.73",0,0,579,183,0,23,0,12,8,2,1,9,0
35,"2023-09-03 08:48:29","378821.7075","70.7536","1273205760","35302532096","83979","10140","73.6717","10712466","564000097","0.31","0.58","0.73",0,0,595,185,0,18,0,12,7,2,1,9,0
36,"2023-09-03 08:48:34","378825.635","70.7536","1273205760","35302900736","86083","10140","73.6153","10712913","564012016","0.29","0.57","0.73",0,0,611,185,0,20,0,12,6,2,1,9,0
37,"2023-09-03 08:48:38","378829.2775","70.7536","1273205760","35303195648","88557","10140","73.6457","10713289","564024642","0.26","0.56","0.72",0,0,628,186,0,16,0,9,8,2,1,9,0
38,"2023-09-03 08:48:43","378833.065","70.7536","1273205760","35303494656","90661","10140","73.6558","10713730","564038115","0.24","0.55","0.72",0,0,644,186,0,15,0,9,7,2,1,9,0
39,"2023-09-03 08:48:47","378836.7675","70.7536","1273205760","35303961600","93177","10140","73.7682","10714228","564046838","0.22","0.54","0.71",0,0,661,187,0,16,0,10,8,2,1,9,0
40,"2023-09-03 08:48:52","378840.42","70.7536","1273205760","35304174592","95693","10140","73.6595","10714664","564055900","0.22","0.54","0.71",0,0,676,185,0,13,0,10,7,2,1,9,0
41,"2023-09-03 08:48:56","378844.435","70.7536","1273205760","35304498176","98167","10140","73.7166","10715043","564067286","0.2","0.53","0.71",0,0,694,183,0,16,0,11,6,2,1,9,0
42,"2023-09-03 08:49:01","378848.48","70.7536","1273205760","35305001984","100271","10140","73.6694","10715418","564076315","7.31","2","1.18",0,0,710,185,0,21,0,11,6,2,1,9,0
43,"2023-09-03 08:49:06","378852.2425","70.7535","1273205760","35305333760","102375","10140","73.6527","10715854","564088156","6.81","1.98","1.18",0,0,726,191,0,22,0,13,7,2,1,9,0
44,"2023-09-03 08:49:10","378856.1","70.7535","1273205760","35305759744","104479","10140","73.6687","10716240","564097678","6.34","1.97","1.18",0,0,742,188,0,12,0,12,8,2,1,9,0
45,"2023-09-03 08:49:15","378859.8725","70.7535","1273205760","35306320896","106583","10140","73.6824","10716747","564107611","5.92","1.95","1.18",0,0,758,192,0,21,0,12,8,2,1,9,0
46,"2023-09-03 08:49:20","378863.6925","70.7535","1273205760","35306607616","109099","10140","73.6804","10717137","564117939","5.44","1.92","1.17",0,0,777,187,0,18,0,12,6,2,1,9,0
47,"2023-09-03 08:49:24","378867.54","70.7535","1273205760","35306812416","111615","10140","73.725","10717564","564128686","5.09","1.9","1.17",0,0,795,187,0,15,0,12,6,2,1,9,0
48,"2023-09-03 08:49:29","378871.2675","70.7535","1273205760","35307164672","113719","10140","73.6623","10717944","564138788","4.68","1.87","1.17",0,0,809,189,0,18,0,10,6,2,1,9,0
49,"2023-09-03 08:49:33","378875.1575","70.7535","1273205760","35307578368","115745","10140","73.6773","10718374","564150854","4.3","1.84","1.16",0,0,825,190,0,16,0,10,6,2,1,9,0
