"id","time","cpu_sec_idle","disk_av_per","disk_read","disk_write","net_receive","mem_pressure","mem_av_per","forks_total","intr","load1","load5","load15","receive_drop","receive_errs","transmit_packets","tcp_sock_alloc","tcp_sock_inuse","tcp_sock_mem","udp_sock_inuse","udp_sock_mem","ipv4_sock_inuse","est_conn","lis_conn","open_fds","attack"
24,"2023-08-27 20:16:07","6094138.0075","57.7378","4337852928","280798368768","42493","39834","38.4262","172823827","11844352081","11.86","5.38","2.44",0,0,383,197,0,38,0,9,7,2,1,9,0
25,"2023-08-27 20:16:13","6094138.555","58.7857","4337869312","281327432704","44417","39834","34.8682","172824217","11844356387","12.76","5.68","2.55",0,0,396,199,0,40,0,9,7,2,1,9,0
26,"2023-08-27 20:16:16","6094139.185","58.5592","4338098688","282024301568","46271","39839","45.8254","172824714","11844366558","14.46","6.15","2.72",0,0,411,201,0,38,0,7,5,2,1,9,0
27,"2023-08-27 20:16:20","6094139.855","59.4405","4338127360","282676515840","48125","39839","33.9954","172825091","11844369226","14.46","6.15","2.72",0,0,424,201,0,34,0,6,5,2,1,9,0
28,"2023-08-27 20:16:24","6094140.395","59.3309","4338156032","283324126208","50021","39839","30.0212","172825506","11844371625","15.22","6.44","2.83",0,0,440,202,0,30,0,6,7,2,1,9,0
29,"2023-08-27 20:16:27","6094141.6475","60.4798","4338160128","283347960832","51505","39840","68.1777","172825888","11844379448","15.44","6.64","2.91",0,0,453,207,0,33,0,6,7,2,1,9,0
30,"2023-08-27 20:16:31","6094144.4025","60.4798","4338160128","283348259840","52989","39841","68.1713","172826273","11844389454","14.21","6.52","2.9",0,0,466,206,0,35,0,6,6,2,1,9,0
31,"2023-08-27 20:16:34","6094147.265","60.4798","4338160128","283348644864","54843","39841","68.1608","172826682","11844398072","14.21","6.52","2.9",0,0,482,209,0,28,0,6,7,2,1,9,0
32,"2023-08-27 20:16:38","6094150.06","60.4798","4338160128","283348923392","56327","39841","68.1861","172827026","11844410426","13.07","6.42","2.88",0,0,497,210,0,33,0,6,5,2,1,9,0
33,"2023-08-27 20:16:41","6094152.76","60.4798","4338160128","283349107712","58181","39842","68.2199","172827421","11844420962","12.1","6.33","2.87",0,0,512,208,0,35,0,6,7,2,1,9,0
34,"2023-08-27 20:16:45","6094155.5075","60.4798","4338160128","283349382144","60035","39842","68.1612","172827815","11844431634","12.1","6.33","2.87",0,0,528,210,0,30,0,6,5,2,1,9,0
35,"2023-08-27 20:16:48","6094158.03","60.4798","4339233280","283349660672","61889","39856","68.126","172828360","11844440367","11.13","6.22","2.85",0,0,543,205,0,26,0,6,6,2,1,9,0
36,"2023-08-27 20:16:52","6094160.7925","60.4798","4339233280","283349840896","63785","39856","68.2124","172828740","11844448342","10.24","6.12","2.84",0,0,558,204,0,29,0,6,8,2,1,9,0
37,"2023-08-27 20:16:55","6094163.46","60.4706","4339233280","283356365824","65681","39856","64.1304","172829177","11844459485","10.24","6.12","2.84",0,0,573,208,0,32,0,6,7,2,1,9,0
38,"2023-08-27 20:16:59","6094163.9825","59.8893","4339253760","284040176640","67165","39856","30.6296","172829525","11844462600","11.74","6.5","2.98",0,0,590,205,0,36,0,5,6,2,1,9,0
39,"2023-08-27 20:17:03","6094165.855","60.4798","4339257856","284210729984","69019","39856","68.2175","172829931","11844468562","12","6.64","3.04",0,0,606,201,0,36,0,8,5,2,1,9,0
40,"2023-08-27 20:17:06","6094168.4925","60.4798","4339261952","284210914304","70873","39856","68.2082","172830342","11844479579","11.04","6.53","3.03",0,0,623,203,0,36,0,8,5,2,1,9,0
41,"2023-08-27 20:17:10","6094171.42","60.4798","4339261952","284211295232","72727","39856","68.2745","172830685","11844487933","11.04","6.53","3.03",0,0,636,202,0,39,0,9,5,2,1,9,0
42,"2023-08-27 20:17:13","6094174.1075","60.4798","4339261952","284212098048","74581","39856","68.2677","172831074","11844498051","10.24","6.44","3.02",0,0,652,199,0,30,0,9,5,2,1,9,0
43,"2023-08-27 20:17:17","6094176.7625","60.4798","4339261952","284212384768","76435","39856","68.191","172831560","11844507518","9.42","6.33","3",0,0,665,200,0,31,0,6,6,2,1,9,0
44,"2023-08-27 20:17:20","6094179.7325","60.4798","4339261952","284212679680","77919","39856","68.1894","172831905","11844515988","9.42","6.33","3",0,0,680,199,0,30,0,9,5,2,1,9,0
45,"2023-08-27 20:17:24","6094182.495","60.4798","4339261952","284213093376","79773","39856","68.1347","172832354","11844524260","8.82","6.26","2.99",0,0,695,206,0,25,0,9,7,2,1,9,0
46,"2023-08-27 20:17:27","6094185.16","60.4798","4339261952","284213392384","81627","39856","68.138","172832715","11844537226","8.2","6.17","2.98",0,0,711,202,0,22,0,8,6,2,1,9,0
47,"2023-08-27 20:17:31","6094187.965","60.4798","4339261952","284213605376","83111","39856","68.1699","172833099","11844546374","7.54","6.07","2.97",0,0,726,203,0,30,0,8,6,2,1,9,0
48,"2023-08-27 20:17:34","6094190.8825","60.4798","4339261952","284214064128","85007","39856","68.1386","172833506","11844554413","7.54","6.07","2.97",0,0,742,205,0,25,0,8,8,2,1,9,0
49,"2023-08-27 20:17:38","6094193.6675","60.4798","4339261952","284214248448","86861","39856","68.1644","172833853","11844567241","6.94","5.97","2.95",0,0,756,205,0,27,0,5,7,2,1,9,0
50,"2023-08-27 20:17:41","6094196.4525","60.4798","4339261952","284214699008","88345","39856","68.1671","172834234","11844577209","6.38","5.87","2.94",0,0,771,205,0,25,0,5,7,2,1,9,0
51,"2023-08-27 20:17:45","6094198.6575","60.2781","4339261952","284309828608","89829","39857","54.4555","172834692","11844587871","6.38","5.87","2.94",0,0,786,205,0,25,0,5,6,2,1,9,0
52,"2023-08-27 20:17:49","6094199.2375","59.728","4339290624","285111301120","91355","39857","30.7448","172835174","11844591029","6.43","5.89","2.96",0,0,802,198,0,15,0,7,5,2,1,9,0
53,"2023-08-27 20:17:53","6094199.9875","60.2189","4339298816","285272650752","92839","39857","68.1674","172835572","11844595782","7.12","6.04","3.02",0,0,817,200,0,29,0,7,5,2,1,9,0
54,"2023-08-27 20:17:56","6094202.7375","60.4797","4339298816","285277332480","94693","39857","68.1627","172835969","11844607841","6.55","5.94","3.01",0,0,830,202,0,23,0,7,5,2,1,9,0
55,"2023-08-27 20:18:00","6094205.605","60.4797","4339298816","285277922304","96177","39857","68.2316","172836318","11844619191","6.55","5.94","3.01",0,0,845,200,0,27,0,7,5,2,1,9,0
56,"2023-08-27 20:18:03","6094208.5075","60.4797","4339298816","285278102528","98073","39857","68.4651","172836694","11844630841","6.02","5.84","2.99",0,0,861,203,0,27,0,7,8,2,1,9,0
57,"2023-08-27 20:18:06","6094211.0975","60.4797","4339560960","285278426112","99927","39859","68.516","172837104","11844644379","5.54","5.74","2.97",0,0,874,204,0,26,0,6,5,2,1,9,0
58,"2023-08-27 20:18:10","6094214.03","60.4797","4339560960","285279163392","101851","39859","68.5361","172837450","11844652957","5.54","5.74","2.97",0,0,890,208,0,29,0,6,6,2,1,9,0
59,"2023-08-27 20:18:14","6094216.77","60.4797","4339560960","285279450112","103705","39859","68.5037","172837870","11844663191","5.18","5.66","2.96",0,0,905,205,0,34,0,6,7,2,1,9,0
60,"2023-08-27 20:18:17","6094219.3275","60.4797","4339560960","285279745024","105189","39859","68.6599","172838340","11844672316","4.92","5.6","2.96",0,0,920,204,0,29,0,5,7,2,1,9,0
61,"2023-08-27 20:18:20","6094222.105","60.4797","4339560960","285280027648","106673","39859","68.5935","172838724","11844681565","4.92","5.6","2.96",0,0,935,203,0,27,0,6,8,2,1,9,0
62,"2023-08-27 20:18:24","6094224.905","60.4797","4339565056","285280236544","108527","39859","68.5148","172839122","11844689939","4.61","5.52","2.95",0,0,950,204,0,24,0,6,6,2,1,9,0
63,"2023-08-27 20:18:27","6094227.615","60.4797","4339565056","285280572416","110381","39859","68.5805","172839481","11844703200","4.4","5.47","2.94",0,0,965,205,0,18,0,6,6,2,1,9,0
64,"2023-08-27 20:18:31","6094230.4475","60.4797","4339565056","285280969728","111907","39859","68.5364","172839865","11844712469","4.4","5.47","2.94",0,0,979,205,0,24,0,6,5,2,1,9,0
65,"2023-08-27 20:18:34","6094233.245","60.4797","4339565056","285281166336","113761","39859","68.553","172840257","11844720824","4.05","5.38","2.92",0,0,995,205,0,19,0,6,6,2,1,9,0
66,"2023-08-27 20:18:38","6094235.975","60.4797","4339565056","285281432576","115245","39859","68.5994","172840619","11844733669","3.96","5.34","2.93",0,0,1010,201,0,20,0,7,6,2,1,9,0
67,"2023-08-27 20:18:41","6094238.7825","60.4797","4339565056","285282096128","116771","39859","68.573","172841024","11844743452","3.64","5.25","2.91",0,0,1026,202,0,27,0,7,5,2,1,9,0
68,"2023-08-27 20:18:45","6094241.565","60.4797","4339565056","285282280448","118255","39859","68.5957","172841436","11844754172","3.64","5.25","2.91",0,0,1041,200,0,24,0,7,6,2,1,9,0
69,"2023-08-27 20:18:48","6094244.295","60.4797","4339565056","285282563072","119739","39859","68.6394","172841922","11844763916","3.35","5.16","2.89",0,0,1056,199,0,23,0,6,6,2,1,9,0
70,"2023-08-27 20:18:52","6094247.1925","60.4797","4339565056","285282845696","121223","39859","68.615","172842318","11844772097","3.08","5.07","2.88",0,0,1071,197,0,22,0,7,5,2,1,9,0
71,"2023-08-27 20:18:55","6094250.2475","60.4797","4339565056","285283038208","122773","39859","68.5759","172842715","11844780078","3.08","5.07","2.88",0,0,1086,197,0,18,0,7,5,2,1,9,0
72,"2023-08-27 20:18:59","6094253.195","60.4797","4339565056","285283333120","124627","39859","68.5775","172843062","11844791352","2.92","5.01","2.87",0,0,1100,197,0,19,0,7,8,2,1,9,0
73,"2023-08-27 20:19:02","6094256.2375","60.4797","4339565056","285283644416","126481","39859","68.5712","172843442","11844799045","2.68","4.92","2.85",0,0,1117,199,0,18,0,7,6,2,1,9,0
74,"2023-08-27 20:19:06","6094258.8925","60.4797","4339565056","285283845120","128007","39859","68.5647","172843835","11844808379","2.68","4.92","2.85",0,0,1133,199,0,18,0,6,7,2,1,9,0
75,"2023-08-27 20:19:09","6094261.725","60.4797","4339655168","285284213760","129861","39861","68.5659","172844194","11844818451","2.63","4.87","2.85",0,0,1150,200,0,19,0,6,6,2,1,9,0
76,"2023-08-27 20:19:13","6094264.5","60.4797","4339671552","285284811776","131715","39862","68.5379","172844586","11844828942","2.42","4.79","2.83",0,0,1165,200,0,25,0,6,5,2,1,9,0
77,"2023-08-27 20:19:16","6094267.3075","60.4797","4339900928","285285024768","133199","39864","68.5906","172844972","11844837322","2.22","4.71","2.82",0,0,1180,201,0,26,0,6,5,2,1,9,0
78,"2023-08-27 20:19:20","6094268.155","60.0029","4339909120","285650387968","135053","39865","36.317","172845473","11844843331","2.22","4.71","2.82",0,0,1193,200,0,20,0,6,8,2,1,9,0
79,"2023-08-27 20:19:24","6094268.8275","59.3153","4339937792","286364980224","136537","39865","37.6477","172845913","11844846502","4.05","5.05","2.93",0,0,1209,202,0,26,0,8,6,2,1,9,0
80,"2023-08-27 20:19:28","6094269.265","58.6815","4339962368","287079171072","138063","39865","44.963","172846275","11844850871","5.57","5.35","3.04",0,0,1223,201,0,41,0,8,5,2,1,9,0
81,"2023-08-27 20:19:33","6094269.8975","58.4528","4339978752","287674147840","139547","39865","32.0227","172846654","11844856991","7.2","5.69","3.17",0,0,1236,202,0,42,0,8,8,2,1,9,0
82,"2023-08-27 20:19:37","6094270.6725","57.89","4339995136","288195355648","141031","39865","41.3506","172847079","11844874472","7.03","5.68","3.18",0,0,1249,203,0,51,0,4,6,2,1,9,0
83,"2023-08-27 20:19:41","6094271.2425","57.3864","4340019712","288822948864","142885","39865","34.5499","172847474","11844879081","9.03","6.12","3.33",0,0,1264,202,0,43,0,6,6,2,1,9,0
84,"2023-08-27 20:19:45","6094271.76","60.0511","4340048384","289488884736","144739","39865","34.2569","172847886","11844883129","9.03","6.12","3.33",0,0,1279,204,0,35,0,6,7,2,1,9,0
85,"2023-08-27 20:19:52","6094271.93","59.3908","4340068864","290195076096","146635","39865","33.2275","172848366","11844885831","9.1","6.18","3.37",0,0,1295,204,0,29,0,6,5,2,1,9,0
86,"2023-08-27 20:19:55","6094272.5925","60.4795","4340208128","290717234176","148489","39866","68.4968","172848908","11844899573","9.5","6.31","3.43",0,0,1310,200,0,34,0,10,8,2,1,9,0
87,"2023-08-27 20:19:59","6094274.925","60.4796","4340212224","290721489920","150343","39867","68.5697","172849569","11844914924","8.82","6.22","3.41",0,0,1325,200,0,26,0,10,5,2,1,9,0
88,"2023-08-27 20:20:02","6094277.8825","60.4796","4340224512","290721928192","152197","39868","68.5828","172849932","11844923530","8.11","6.12","3.39",0,0,1342,198,0,28,0,10,5,2,1,9,0
89,"2023-08-27 20:20:06","6094280.7625","60.4796","4340224512","290722108416","154051","39868","68.6282","172850321","11844933521","7.54","6.03","3.38",0,0,1355,202,0,28,0,10,6,2,1,9,0
90,"2023-08-27 20:20:09","6094283.45","60.4796","4340224512","290722395136","155535","39868","68.6355","172850690","11844944423","7.54","6.03","3.38",0,0,1370,201,0,27,0,7,5,2,1,9,0
91,"2023-08-27 20:20:13","6094285.9525","60.4796","4340224512","290722579456","157501","39868","68.6586","172851086","11844956698","7.02","5.95","3.37",0,0,1386,202,0,49,0,7,8,2,1,9,0
92,"2023-08-27 20:20:17","6094288.3975","60.4796","4340290048","290722857984","159355","39869","68.5427","172851584","11844967198","6.45","5.85","3.35",0,0,1402,205,0,36,0,6,5,2,1,9,0
93,"2023-08-27 20:20:20","6094291.0625","60.4796","4340290048","290723144704","161209","39869","68.5919","172851929","11844979816","6.45","5.85","3.35",0,0,1417,202,0,22,0,6,6,2,1,9,0
94,"2023-08-27 20:20:24","6094293.6625","60.4796","4340290048","290723324928","163105","39869","68.5619","172852369","11844990534","6.42","5.85","3.36",0,0,1435,203,0,28,0,6,6,2,1,9,0
95,"2023-08-27 20:20:27","6094296.08","60.4796","4340290048","290723587072","164959","39869","68.581","172852728","11845004028","6.7","5.92","3.4",0,0,1450,201,0,25,0,5,6,2,1,9,0
96,"2023-08-27 20:20:31","6094298.7025","60.4796","4340290048","290724291584","166443","39869","68.5158","172853111","11845018108","6.7","5.92","3.4",0,0,1465,198,0,28,0,6,7,2,1,9,0
97,"2023-08-27 20:20:34","6094301.325","60.4796","4340290048","290724492288","167927","39869","68.5095","172853517","11845028849","6.49","5.89","3.4",0,0,1480,197,0,26,0,6,7,2,1,9,0
98,"2023-08-27 20:20:38","6094303.845","60.4796","4340290048","290724774912","169411","39869","68.5167","172853865","11845043881","6.21","5.84","3.4",0,0,1493,200,0,30,0,7,5,2,1,9,0
99,"2023-08-27 20:20:41","6094306.5775","60.4796","4340290048","290725024768","170895","39869","68.5133","172854245","11845053805","5.79","5.76","3.39",0,0,1508,199,0,24,0,7,7,2,1,9,0
100,"2023-08-27 20:20:45","6094309.3025","60.4796","4340290048","290725213184","172749","39869","68.5054","172854653","11845065155","5.79","5.76","3.39",0,0,1525,197,0,26,0,7,8,2,1,9,0
101,"2023-08-27 20:20:48","6094311.9625","60.4796","4340294144","290725487616","174603","39870","68.4469","172855138","11845075462","5.33","5.67","3.37",0,0,1541,197,0,24,0,6,8,2,1,9,0
102,"2023-08-27 20:20:52","6094314.9075","60.4796","4340294144","290725770240","176129","39870","68.463","172855508","11845083275","4.98","5.59","3.36",0,0,1555,196,0,19,0,6,8,2,1,9,0
103,"2023-08-27 20:20:55","6094317.73","60.4796","4340294144","290725958656","177983","39870","68.4427","172855920","11845091898","4.98","5.59","3.36",0,0,1571,199,0,24,0,6,5,2,1,9,0
104,"2023-08-27 20:20:59","6094320.66","60.4796","4340294144","290726540288","179837","39870","68.4657","172856272","11845103303","5.14","5.61","3.38",0,0,1586,197,0,25,0,5,8,2,1,9,0
105,"2023-08-27 20:21:03","6094323.735","60.4796","4340294144","290727130112","181691","39870","68.4605","172856641","11845111004","4.73","5.52","3.36",0,0,1602,201,0,21,0,6,6,2,1,9,0
106,"2023-08-27 20:21:06","6094326.495","60.4796","4340294144","290727318528","183545","39870","68.481","172857045","11845120426","4.35","5.43","3.34",0,0,1616,197,0,23,0,7,5,2,1,9,0
107,"2023-08-27 20:21:10","6094329.51","60.4796","4340294144","290727744512","185399","39870","68.5057","172857399","11845128440","4.35","5.43","3.34",0,0,1633,194,0,23,0,8,6,2,1,9,0
108,"2023-08-27 20:21:13","6094332.3675","60.4796","4340294144","290728047616","187295","39870","68.562","172857831","11845138901","4.16","5.37","3.33",0,0,1649,193,0,27,0,7,6,2,1,9,0
109,"2023-08-27 20:21:17","6094335.18","60.4796","4340294144","290728334336","189191","39870","68.6153","172858279","11845146372","3.83","5.28","3.31",0,0,1666,197,0,22,0,7,7,2,1,9,0
110,"2023-08-27 20:21:21","6094338.0775","60.4796","4340294144","290728608768","191045","39871","68.5937","172858662","11845156456","3.83","5.28","3.31",0,0,1682,198,0,27,0,7,5,2,1,9,0
111,"2023-08-27 20:21:24","6094341.0225","60.4796","4340294144","290728891392","192899","39871","68.5133","172859077","11845165044","3.52","5.19","3.3",0,0,1699,203,0,29,0,7,7,2,1,9,0
112,"2023-08-27 20:21:28","6094343.61","60.4796","4340294144","290729075712","194383","39871","68.483","172859431","11845175353","3.4","5.14","3.29",0,0,1714,203,0,89,0,5,8,2,1,9,0
113,"2023-08-27 20:21:31","6094346.455","60.4796","4340294144","290729358336","195867","39871","68.4283","172859813","11845185826","3.29","5.09","3.28",0,0,1729,199,0,23,0,6,6,2,1,9,0
114,"2023-08-27 20:21:35","6094349.2475","60.4796","4340294144","290729735168","197721","39871","68.4689","172860223","11845194563","3.29","5.09","3.28",0,0,1742,201,0,27,0,6,5,2,1,9,0
115,"2023-08-27 20:21:38","6094352.1725","60.4796","4340294144","290729919488","199205","39871","68.5036","172860582","11845206224","3.26","5.05","3.28",0,0,1757,199,0,22,0,5,6,2,1,9,0
116,"2023-08-27 20:21:42","6094354.9625","60.4796","4340294144","290730198016","200731","39871","68.4295","172860950","11845217074","3.16","5","3.27",0,0,1773,197,0,25,0,7,5,2,1,9,0
117,"2023-08-27 20:21:45","6094357.8075","60.4796","4340294144","290730492928","202215","39871","68.4026","172861354","11845226339","3.16","5","3.27",0,0,1788,197,0,22,0,7,6,2,1,9,0
118,"2023-08-27 20:21:49","6094360.3825","60.4796","4340294144","290730865664","203699","39871","68.3263","172861892","11845236115","2.99","4.93","3.26",0,0,1803,194,0,30,0,7,5,2,1,9,0
119,"2023-08-27 20:21:53","6094363.2625","60.4796","4340294144","290731144192","205183","39871","68.41","172862281","11845244198","2.75","4.85","3.24",0,0,1818,197,0,28,0,7,5,2,1,9,0
120,"2023-08-27 20:21:56","6094366.1375","60.4796","4340294144","290731418624","206667","39871","68.4167","172862666","11845253570","2.61","4.79","3.23",0,0,1831,197,0,26,0,7,5,2,1,9,0
121,"2023-08-27 20:22:00","6094369.1275","60.4795","4340294144","290731602944","208521","39871","68.4543","172863013","11845264690","2.61","4.79","3.23",0,0,1846,195,0,28,0,5,5,2,1,9,0
122,"2023-08-27 20:22:03","6094372.1175","60.4795","4340294144","290731881472","210375","39871","68.6301","172863410","11845276050","2.4","4.71","3.21",0,0,1863,195,0,23,0,5,8,2,1,9,0
123,"2023-08-27 20:22:07","6094374.81","60.4795","4340294144","290732233728","212383","39871","68.7108","172863801","11845288431","2.21","4.63","3.19",0,0,1880,197,0,25,0,6,5,2,1,9,0
124,"2023-08-27 20:22:11","6094377.7425","60.4795","4340294144","290732422144","213867","39871","68.7799","172864183","11845301398","2.21","4.63","3.19",0,0,1895,203,0,27,0,8,7,2,1,9,0
125,"2023-08-27 20:22:14","6094380.3375","60.4795","4340294144","290732712960","215721","39871","68.8407","172864603","11845311719","3.39","4.84","3.27",0,0,1909,198,0,24,0,8,5,2,1,9,0
126,"2023-08-27 20:22:18","6094383.2425","60.4795","4340294144","290733257728","217575","39871","68.8669","172865040","11845320232","3.12","4.76","3.25",0,0,1926,196,0,22,0,8,6,2,1,9,0
127,"2023-08-27 20:22:22","6094386.2125","60.4795","4340294144","290733450240","219059","39871","68.8507","172865418","11845330393","2.95","4.69","3.24",0,0,1941,195,0,19,0,8,5,2,1,9,0
128,"2023-08-27 20:22:25","6094389.0675","60.4795","4340318720","290733855744","220913","39872","68.8491","172865829","11845338669","2.95","4.69","3.24",0,0,1956,196,0,25,0,7,7,2,1,9,0
129,"2023-08-27 20:22:29","6094391.87","60.4795","4340318720","290734138368","222767","39872","68.8429","172866190","11845351284","3.04","4.68","3.24",0,0,1970,198,0,26,0,6,8,2,1,9,0
130,"2023-08-27 20:22:32","6094394.805","60.4795","4340318720","290734322688","224621","39872","68.7961","172866568","11845359302","2.87","4.62","3.23",0,0,1987,200,0,25,0,6,5,2,1,9,0
131,"2023-08-27 20:22:36","6094397.575","60.4795","4340318720","290734617600","226475","39872","68.743","172866963","11845369407","2.87","4.62","3.23",0,0,2002,202,0,30,0,6,7,2,1,9,0
132,"2023-08-27 20:22:39","6094400.385","60.4795","4340318720","290734986240","228371","39872","68.7754","172867326","11845380982","2.72","4.56","3.22",0,0,2018,202,0,20,0,5,6,2,1,9,0
133,"2023-08-27 20:22:44","6094401.96","60.1087","4340392448","291010266112","229855","39873","42.2285","172867761","11845389650","3.79","4.75","3.29",0,0,2033,205,0,38,0,6,5,2,1,9,0
134,"2023-08-27 20:22:48","6094402.5975","59.2427","4340421120","291791119360","231339","39873","36.362","172868296","11845392544","5.08","5","3.38",0,0,2046,197,0,35,0,6,7,2,1,9,0
135,"2023-08-27 20:22:52","6094403.115","58.7123","4340445696","292505089024","232823","39873","37.5833","172868695","11845395905","6.68","5.33","3.49",0,0,2059,196,0,33,0,6,6,2,1,9,0
136,"2023-08-27 20:22:56","6094403.78","58.5309","4340470272","293164557312","234677","39873","31.6156","172869092","11845398518","6.68","5.33","3.49",0,0,2072,197,0,49,0,6,5,2,1,9,0
137,"2023-08-27 20:22:59","6094405.45","60.4794","4340478464","293366207488","236203","39873","68.8171","172869468","11845408802","8.47","5.73","3.63",0,0,2088,196,0,29,0,6,8,2,1,9,0
138,"2023-08-27 20:23:03","6094408.4725","60.4795","4340478464","293366506496","237687","39873","68.7489","172869839","11845417321","7.79","5.63","3.61",0,0,2101,196,0,30,0,7,5,2,1,9,0
139,"2023-08-27 20:23:06","6094411.195","60.4795","4340478464","293366907904","239541","39873","68.7625","172870257","11845426859","7.16","5.54","3.59",0,0,2117,198,0,23,0,7,8,2,1,9,0
140,"2023-08-27 20:23:10","6094414.0175","60.4795","4340478464","293367092224","241395","39873","68.7797","172870600","11845436985","7.16","5.54","3.59",0,0,2132,196,0,25,0,7,8,2,1,9,0
141,"2023-08-27 20:23:14","6094416.8575","60.4795","4340478464","293367362560","243291","39874","68.794","172871032","11845447471","6.67","5.46","3.58",0,0,2147,197,0,30,0,7,5,2,1,9,0
142,"2023-08-27 20:23:17","6094419.695","60.4795","4340478464","293367989248","245145","39874","68.7214","172871481","11845455213","6.14","5.37","3.56",0,0,2164,196,0,27,0,7,8,2,1,9,0
